1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 1C0000002C2F6B21
Is Mission Active?  true
Mission Start:  Fri Jan 11 09:01:00 CST 2013
Sample Rate:  Every 240 minute(s)
Number of Mission Samples:  1145
Total Samples:  8481
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
3/4/13 5:01:00 AM,C,5.5
3/4/13 9:01:00 AM,C,5.5
3/4/13 1:01:00 PM,C,5.5
3/4/13 5:01:00 PM,C,5.5
3/4/13 9:01:00 PM,C,5.5
3/5/13 1:01:00 AM,C,5.5
3/5/13 5:01:00 AM,C,5.5
3/5/13 9:01:00 AM,C,5.5
3/5/13 1:01:00 PM,C,5.5
3/5/13 5:01:00 PM,C,5.5
3/5/13 9:01:00 PM,C,5.5
3/6/13 1:01:00 AM,C,5.5
3/6/13 5:01:00 AM,C,5.5
3/6/13 9:01:00 AM,C,5.5
3/6/13 1:01:00 PM,C,5.5
3/6/13 5:01:00 PM,C,5.5
3/6/13 9:01:00 PM,C,5.5
3/7/13 1:01:00 AM,C,5.5
3/7/13 5:01:00 AM,C,5.5
3/7/13 9:01:00 AM,C,5.5
3/7/13 1:01:00 PM,C,5.5
3/7/13 5:01:00 PM,C,5.5
3/7/13 9:01:00 PM,C,5.5
3/8/13 1:01:00 AM,C,5.5
3/8/13 5:01:00 AM,C,5.5
3/8/13 9:01:00 AM,C,5.5
3/8/13 1:01:00 PM,C,5.5
3/8/13 5:01:00 PM,C,5.5
3/8/13 9:01:00 PM,C,5.5
3/9/13 1:01:00 AM,C,5.5
3/9/13 5:01:00 AM,C,5.5
3/9/13 9:01:00 AM,C,5.5
3/9/13 1:01:00 PM,C,5.5
3/9/13 5:01:00 PM,C,5.5
3/9/13 9:01:00 PM,C,5.5
3/10/13 1:01:00 AM,C,5.5
3/10/13 6:01:00 AM,C,5.5
3/10/13 10:01:00 AM,C,5.5
3/10/13 2:01:00 PM,C,5.5
3/10/13 6:01:00 PM,C,5.5
3/10/13 10:01:00 PM,C,5.5
3/11/13 2:01:00 AM,C,5.5
3/11/13 6:01:00 AM,C,5.5
3/11/13 10:01:00 AM,C,5.5
3/11/13 2:01:00 PM,C,5.5
3/11/13 6:01:00 PM,C,5.5
3/11/13 10:01:00 PM,C,5.5
3/12/13 2:01:00 AM,C,5.5
3/12/13 6:01:00 AM,C,5.5
3/12/13 10:01:00 AM,C,6
3/12/13 2:01:00 PM,C,6
3/12/13 6:01:00 PM,C,6
3/12/13 10:01:00 PM,C,6
3/13/13 2:01:00 AM,C,6
3/13/13 6:01:00 AM,C,6
3/13/13 10:01:00 AM,C,6
3/13/13 2:01:00 PM,C,6
3/13/13 6:01:00 PM,C,6
3/13/13 10:01:00 PM,C,6
3/14/13 2:01:00 AM,C,6
3/14/13 6:01:00 AM,C,6
3/14/13 10:01:00 AM,C,6
3/14/13 2:01:00 PM,C,6
3/14/13 6:01:00 PM,C,6
3/14/13 10:01:00 PM,C,6
3/15/13 2:01:00 AM,C,6
3/15/13 6:01:00 AM,C,6
3/15/13 10:01:00 AM,C,6
3/15/13 2:01:00 PM,C,6
3/15/13 6:01:00 PM,C,6
3/15/13 10:01:00 PM,C,6
3/16/13 2:01:00 AM,C,6
3/16/13 6:01:00 AM,C,6
3/16/13 10:01:00 AM,C,6
3/16/13 2:01:00 PM,C,6
3/16/13 6:01:00 PM,C,6
3/16/13 10:01:00 PM,C,6
3/17/13 2:01:00 AM,C,6
3/17/13 6:01:00 AM,C,6
3/17/13 10:01:00 AM,C,6
3/17/13 2:01:00 PM,C,6
3/17/13 6:01:00 PM,C,6
3/17/13 10:01:00 PM,C,6
3/18/13 2:01:00 AM,C,6
3/18/13 6:01:00 AM,C,6
3/18/13 10:01:00 AM,C,6
3/18/13 2:01:00 PM,C,6
3/18/13 6:01:00 PM,C,6
3/18/13 10:01:00 PM,C,6
3/19/13 2:01:00 AM,C,6
3/19/13 6:01:00 AM,C,6
3/19/13 10:01:00 AM,C,6
3/19/13 2:01:00 PM,C,6
3/19/13 6:01:00 PM,C,5.5
3/19/13 10:01:00 PM,C,5.5
3/20/13 2:01:00 AM,C,5.5
3/20/13 6:01:00 AM,C,5.5
3/20/13 10:01:00 AM,C,5.5
3/20/13 2:01:00 PM,C,5.5
3/20/13 6:01:00 PM,C,5.5
3/20/13 10:01:00 PM,C,5.5
3/21/13 2:01:00 AM,C,5.5
3/21/13 6:01:00 AM,C,5.5
3/21/13 10:01:00 AM,C,5.5
3/21/13 2:01:00 PM,C,5.5
3/21/13 6:01:00 PM,C,5.5
3/21/13 10:01:00 PM,C,5.5
3/22/13 2:01:00 AM,C,5.5
3/22/13 6:01:00 AM,C,5.5
3/22/13 10:01:00 AM,C,5.5
3/22/13 2:01:00 PM,C,5.5
3/22/13 6:01:00 PM,C,5.5
3/22/13 10:01:00 PM,C,5.5
3/23/13 2:01:00 AM,C,5
3/23/13 6:01:00 AM,C,5
3/23/13 10:01:00 AM,C,5
3/23/13 2:01:00 PM,C,5
3/23/13 6:01:00 PM,C,5
3/23/13 10:01:00 PM,C,5
3/24/13 2:01:00 AM,C,5
3/24/13 6:01:00 AM,C,5
3/24/13 10:01:00 AM,C,5
3/24/13 2:01:00 PM,C,5
3/24/13 6:01:00 PM,C,5.5
3/24/13 10:01:00 PM,C,5
3/25/13 2:01:00 AM,C,5.5
3/25/13 6:01:00 AM,C,5
3/25/13 10:01:00 AM,C,4.5
3/25/13 2:01:00 PM,C,4.5
3/25/13 6:01:00 PM,C,4.5
3/25/13 10:01:00 PM,C,5
3/26/13 2:01:00 AM,C,5
3/26/13 6:01:00 AM,C,5
3/26/13 10:01:00 AM,C,5
3/26/13 2:01:00 PM,C,5
3/26/13 6:01:00 PM,C,5
3/26/13 10:01:00 PM,C,5
3/27/13 2:01:00 AM,C,5
3/27/13 6:01:00 AM,C,5
3/27/13 10:01:00 AM,C,5
3/27/13 2:01:00 PM,C,5
3/27/13 6:01:00 PM,C,5
3/27/13 10:01:00 PM,C,5
3/28/13 2:01:00 AM,C,5
3/28/13 6:01:00 AM,C,5
3/28/13 10:01:00 AM,C,5
3/28/13 2:01:00 PM,C,5
3/28/13 6:01:00 PM,C,5
3/28/13 10:01:00 PM,C,5.5
3/29/13 2:01:00 AM,C,5.5
3/29/13 6:01:00 AM,C,5.5
3/29/13 10:01:00 AM,C,5.5
3/29/13 2:01:00 PM,C,5.5
3/29/13 6:01:00 PM,C,5.5
3/29/13 10:01:00 PM,C,5.5
3/30/13 2:01:00 AM,C,5.5
3/30/13 6:01:00 AM,C,5.5
3/30/13 10:01:00 AM,C,5.5
3/30/13 2:01:00 PM,C,5.5
3/30/13 6:01:00 PM,C,5.5
3/30/13 10:01:00 PM,C,5.5
3/31/13 2:01:00 AM,C,5.5
3/31/13 6:01:00 AM,C,5.5
3/31/13 10:01:00 AM,C,5.5
3/31/13 2:01:00 PM,C,5.5
3/31/13 6:01:00 PM,C,6
3/31/13 10:01:00 PM,C,5.5
4/1/13 2:01:00 AM,C,6
4/1/13 6:01:00 AM,C,5.5
4/1/13 10:01:00 AM,C,6
4/1/13 2:01:00 PM,C,6
4/1/13 6:01:00 PM,C,6
4/1/13 10:01:00 PM,C,6
4/2/13 2:01:00 AM,C,6
4/2/13 6:01:00 AM,C,6
4/2/13 10:01:00 AM,C,6
4/2/13 2:01:00 PM,C,6
4/2/13 6:01:00 PM,C,6
4/2/13 10:01:00 PM,C,6
4/3/13 2:01:00 AM,C,6
4/3/13 6:01:00 AM,C,6
4/3/13 10:01:00 AM,C,6
4/3/13 2:01:00 PM,C,6
4/3/13 6:01:00 PM,C,6
4/3/13 10:01:00 PM,C,6
4/4/13 2:01:00 AM,C,6
4/4/13 6:01:00 AM,C,6
4/4/13 10:01:00 AM,C,6
4/4/13 2:01:00 PM,C,6
4/4/13 6:01:00 PM,C,6
4/4/13 10:01:00 PM,C,6
4/5/13 2:01:00 AM,C,6
4/5/13 6:01:00 AM,C,6
4/5/13 10:01:00 AM,C,6
4/5/13 2:01:00 PM,C,6
4/5/13 6:01:00 PM,C,6
4/5/13 10:01:00 PM,C,6
4/6/13 2:01:00 AM,C,6
4/6/13 6:01:00 AM,C,6
4/6/13 10:01:00 AM,C,6
4/6/13 2:01:00 PM,C,6
4/6/13 6:01:00 PM,C,6
4/6/13 10:01:00 PM,C,6
4/7/13 2:01:00 AM,C,6
4/7/13 6:01:00 AM,C,6
4/7/13 10:01:00 AM,C,6
4/7/13 2:01:00 PM,C,6
4/7/13 6:01:00 PM,C,6
4/7/13 10:01:00 PM,C,6
4/8/13 2:01:00 AM,C,6
4/8/13 6:01:00 AM,C,6.5
4/8/13 10:01:00 AM,C,6.5
4/8/13 2:01:00 PM,C,6.5
4/8/13 6:01:00 PM,C,6.5
4/8/13 10:01:00 PM,C,6.5
4/9/13 2:01:00 AM,C,6.5
4/9/13 6:01:00 AM,C,6.5
4/9/13 10:01:00 AM,C,6.5
4/9/13 2:01:00 PM,C,6.5
4/9/13 6:01:00 PM,C,6.5
4/9/13 10:01:00 PM,C,6.5
4/10/13 2:01:00 AM,C,6.5
4/10/13 6:01:00 AM,C,6.5
4/10/13 10:01:00 AM,C,6.5
4/10/13 2:01:00 PM,C,6.5
4/10/13 6:01:00 PM,C,6.5
4/10/13 10:01:00 PM,C,6.5
4/11/13 2:01:00 AM,C,6.5
4/11/13 6:01:00 AM,C,6.5
4/11/13 10:01:00 AM,C,6.5
4/11/13 2:01:00 PM,C,6.5
4/11/13 6:01:00 PM,C,6.5
4/11/13 10:01:00 PM,C,7
4/12/13 2:01:00 AM,C,7
4/12/13 6:01:00 AM,C,7
4/12/13 10:01:00 AM,C,7
4/12/13 2:01:00 PM,C,7
4/12/13 6:01:00 PM,C,7
4/12/13 10:01:00 PM,C,7
4/13/13 2:01:00 AM,C,7
4/13/13 6:01:00 AM,C,7
4/13/13 10:01:00 AM,C,7
4/13/13 2:01:00 PM,C,7
4/13/13 6:01:00 PM,C,7
4/13/13 10:01:00 PM,C,7
4/14/13 2:01:00 AM,C,7
4/14/13 6:01:00 AM,C,7.5
4/14/13 10:01:00 AM,C,7.5
4/14/13 2:01:00 PM,C,7.5
4/14/13 6:01:00 PM,C,7.5
4/14/13 10:01:00 PM,C,7.5
4/15/13 2:01:00 AM,C,7.5
4/15/13 6:01:00 AM,C,7.5
4/15/13 10:01:00 AM,C,7.5
4/15/13 2:01:00 PM,C,7.5
4/15/13 6:01:00 PM,C,7.5
4/15/13 10:01:00 PM,C,7.5
4/16/13 2:01:00 AM,C,7.5
4/16/13 6:01:00 AM,C,7.5
4/16/13 10:01:00 AM,C,7.5
4/16/13 2:01:00 PM,C,7.5
4/16/13 6:01:00 PM,C,8
4/16/13 10:01:00 PM,C,7.5
4/17/13 2:01:00 AM,C,8
4/17/13 6:01:00 AM,C,8
4/17/13 10:01:00 AM,C,8
4/17/13 2:01:00 PM,C,8
4/17/13 6:01:00 PM,C,8
4/17/13 10:01:00 PM,C,8
4/18/13 2:01:00 AM,C,8
4/18/13 6:01:00 AM,C,8
4/18/13 10:01:00 AM,C,8
4/18/13 2:01:00 PM,C,8
4/18/13 6:01:00 PM,C,8
4/18/13 10:01:00 PM,C,8
4/19/13 2:01:00 AM,C,8
4/19/13 6:01:00 AM,C,8
4/19/13 10:01:00 AM,C,8
4/19/13 2:01:00 PM,C,8
4/19/13 6:01:00 PM,C,8
4/19/13 10:01:00 PM,C,8
4/20/13 2:01:00 AM,C,8
4/20/13 6:01:00 AM,C,8
4/20/13 10:01:00 AM,C,8
4/20/13 2:01:00 PM,C,8.5
4/20/13 6:01:00 PM,C,8.5
4/20/13 10:01:00 PM,C,8.5
4/21/13 2:01:00 AM,C,8.5
4/21/13 6:01:00 AM,C,8.5
4/21/13 10:01:00 AM,C,8.5
4/21/13 2:01:00 PM,C,8.5
4/21/13 6:01:00 PM,C,8.5
4/21/13 10:01:00 PM,C,8.5
4/22/13 2:01:00 AM,C,8.5
4/22/13 6:01:00 AM,C,8.5
4/22/13 10:01:00 AM,C,8.5
4/22/13 2:01:00 PM,C,8.5
4/22/13 6:01:00 PM,C,9
4/22/13 10:01:00 PM,C,9
4/23/13 2:01:00 AM,C,9
4/23/13 6:01:00 AM,C,9
4/23/13 10:01:00 AM,C,9
4/23/13 2:01:00 PM,C,9
4/23/13 6:01:00 PM,C,9
4/23/13 10:01:00 PM,C,9
4/24/13 2:01:00 AM,C,9
4/24/13 6:01:00 AM,C,9
4/24/13 10:01:00 AM,C,8.5
4/24/13 2:01:00 PM,C,8.5
4/24/13 6:01:00 PM,C,8.5
4/24/13 10:01:00 PM,C,8.5
4/25/13 2:01:00 AM,C,8.5
4/25/13 6:01:00 AM,C,8.5
4/25/13 10:01:00 AM,C,9
4/25/13 2:01:00 PM,C,9
4/25/13 6:01:00 PM,C,9
4/25/13 10:01:00 PM,C,9
4/26/13 2:01:00 AM,C,9
4/26/13 6:01:00 AM,C,9
4/26/13 10:01:00 AM,C,9
4/26/13 2:01:00 PM,C,9
4/26/13 6:01:00 PM,C,9
4/26/13 10:01:00 PM,C,9
4/27/13 2:01:00 AM,C,9
4/27/13 6:01:00 AM,C,9
4/27/13 10:01:00 AM,C,9
4/27/13 2:01:00 PM,C,9
4/27/13 6:01:00 PM,C,9
4/27/13 10:01:00 PM,C,9
4/28/13 2:01:00 AM,C,9
4/28/13 6:01:00 AM,C,9
4/28/13 10:01:00 AM,C,9
4/28/13 2:01:00 PM,C,9
4/28/13 6:01:00 PM,C,9
4/28/13 10:01:00 PM,C,9
4/29/13 2:01:00 AM,C,9
4/29/13 6:01:00 AM,C,9
4/29/13 10:01:00 AM,C,9
4/29/13 2:01:00 PM,C,9
